movieId,title,genres,year,title_clean,genre_list,movie_idx
1084,Bonnie and Clyde (1967),Crime|Drama,1967.0,Bonnie and Clyde,"['Crime', 'Drama']",426
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,1954.0,Dial M for Murder,"['Crime', 'Mystery', 'Thriller']",427
1088,Dirty Dancing (1987),Drama|Musical|Romance,1987.0,Dirty Dancing,"['Drama', 'Musical', 'Romance']",428
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,1992.0,Reservoir Dogs,"['Crime', 'Mystery', 'Thriller']",429
1090,Platoon (1986),Drama|War,1986.0,Platoon,"['Drama', 'War']",430
1091,Weekend at Bernie's (1989),Comedy,1989.0,Weekend at Bernie's,['Comedy'],431
1092,Basic Instinct (1992),Crime|Mystery|Thriller,1992.0,Basic Instinct,"['Crime', 'Mystery', 'Thriller']",432
1093,"Doors, The (1991)",Drama,1991.0,"Doors, The",['Drama'],433
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,1992.0,"Crying Game, The","['Drama', 'Romance', 'Thriller']",434
1095,Glengarry Glen Ross (1992),Drama,1992.0,Glengarry Glen Ross,['Drama'],435
1096,Sophie's Choice (1982),Drama,1982.0,Sophie's Choice,['Drama'],436
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,1982.0,E.T. the Extra-Terrestrial,"['Children', 'Drama', 'Sci-Fi']",437
1100,Days of Thunder (1990),Action|Drama|Romance,1990.0,Days of Thunder,"['Action', 'Drama', 'Romance']",438
1101,Top Gun (1986),Action|Romance,1986.0,Top Gun,"['Action', 'Romance']",439
1103,Rebel Without a Cause (1955),Drama,1955.0,Rebel Without a Cause,['Drama'],440
1104,"Streetcar Named Desire, A (1951)",Drama,1951.0,"Streetcar Named Desire, A",['Drama'],441
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,1996.0,"People vs. Larry Flynt, The","['Comedy', 'Drama']",442
1124,On Golden Pond (1981),Drama,1981.0,On Golden Pond,['Drama'],443
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,1975.0,"Return of the Pink Panther, The","['Comedy', 'Crime']",444
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,1989.0,"Abyss, The","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",445
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,1981.0,Escape from New York,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",446
1131,Jean de Florette (1986),Drama|Mystery,1986.0,Jean de Florette,"['Drama', 'Mystery']",447
1135,Private Benjamin (1980),Comedy,1980.0,Private Benjamin,['Comedy'],448
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,1975.0,Monty Python and the Holy Grail,"['Adventure', 'Comedy', 'Fantasy']",449
1147,When We Were Kings (1996),Documentary,1996.0,When We Were Kings,['Documentary'],450
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,1993.0,Wallace & Gromit: The Wrong Trousers,"['Animation', 'Children', 'Comedy', 'Crime']",451
1171,Bob Roberts (1992),Comedy,1992.0,Bob Roberts,['Comedy'],452
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,1989.0,Cinema Paradiso (Nuovo cinema Paradiso),['Drama'],453
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,1989.0,"Cook the Thief His Wife & Her Lover, The","['Comedy', 'Drama']",454
1175,Delicatessen (1991),Comedy|Drama|Romance,1991.0,Delicatessen,"['Comedy', 'Drama', 'Romance']",455
1178,Paths of Glory (1957),Drama|War,1957.0,Paths of Glory,"['Drama', 'War']",456
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,1990.0,"Grifters, The","['Crime', 'Drama', 'Film-Noir']",457
1183,"English Patient, The (1996)",Drama|Romance|War,1996.0,"English Patient, The","['Drama', 'Romance', 'War']",458
1185,My Left Foot (1989),Drama,1989.0,My Left Foot,['Drama'],459
1186,"Sex, Lies, and Videotape (1989)",Drama,1989.0,"Sex, Lies, and Videotape",['Drama'],460
1188,Strictly Ballroom (1992),Comedy|Romance,1992.0,Strictly Ballroom,"['Comedy', 'Romance']",461
1189,"Thin Blue Line, The (1988)",Documentary,1988.0,"Thin Blue Line, The",['Documentary'],462
1193,One Flew Over the Cuckoo's Nest (1975),Drama,1975.0,One Flew Over the Cuckoo's Nest,['Drama'],463
1194,Cheech and Chong's Up in Smoke (1978),Comedy,1978.0,Cheech and Chong's Up in Smoke,['Comedy'],464
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,1980.0,Star Wars: Episode V - The Empire Strikes Back,"['Action', 'Adventure', 'Sci-Fi']",465
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,1987.0,"Princess Bride, The","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",466
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,1981.0,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),"['Action', 'Adventure']",467
1199,Brazil (1985),Fantasy|Sci-Fi,1985.0,Brazil,"['Fantasy', 'Sci-Fi']",468
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,1986.0,Aliens,"['Action', 'Adventure', 'Horror', 'Sci-Fi']",469
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,1966.0,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)","['Action', 'Adventure', 'Western']",470
1203,12 Angry Men (1957),Drama,1957.0,12 Angry Men,['Drama'],471
1204,Lawrence of Arabia (1962),Adventure|Drama|War,1962.0,Lawrence of Arabia,"['Adventure', 'Drama', 'War']",472
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,1971.0,"Clockwork Orange, A","['Crime', 'Drama', 'Sci-Fi', 'Thriller']",473
1207,To Kill a Mockingbird (1962),Drama,1962.0,To Kill a Mockingbird,['Drama'],474
1208,Apocalypse Now (1979),Action|Drama|War,1979.0,Apocalypse Now,"['Action', 'Drama', 'War']",475
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,1968.0,Once Upon a Time in the West (C'era una volta il West),"['Action', 'Drama', 'Western']",476
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,1983.0,Star Wars: Episode VI - Return of the Jedi,"['Action', 'Adventure', 'Sci-Fi']",477
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,1987.0,"Wings of Desire (Himmel über Berlin, Der)","['Drama', 'Fantasy', 'Romance']",478
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,1949.0,"Third Man, The","['Film-Noir', 'Mystery', 'Thriller']",479
1213,Goodfellas (1990),Crime|Drama,1990.0,Goodfellas,"['Crime', 'Drama']",480
1214,Alien (1979),Horror|Sci-Fi,1979.0,Alien,"['Horror', 'Sci-Fi']",481
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,1993.0,Army of Darkness,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror']",482
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,1988.0,"Big Blue, The (Grand bleu, Le)","['Adventure', 'Drama', 'Romance']",483
1217,Ran (1985),Drama|War,1985.0,Ran,"['Drama', 'War']",484
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,1989.0,"Killer, The (Die xue shuang xiong)","['Action', 'Crime', 'Drama', 'Thriller']",485
1219,Psycho (1960),Crime|Horror,1960.0,Psycho,"['Crime', 'Horror']",486
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,1980.0,"Blues Brothers, The","['Action', 'Comedy', 'Musical']",487
1221,"Godfather: Part II, The (1974)",Crime|Drama,1974.0,"Godfather: Part II, The","['Crime', 'Drama']",488
1222,Full Metal Jacket (1987),Drama|War,1987.0,Full Metal Jacket,"['Drama', 'War']",489
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,1989.0,"Grand Day Out with Wallace and Gromit, A","['Adventure', 'Animation', 'Children', 'Comedy', 'Sci-Fi']",490
1224,Henry V (1989),Action|Drama|Romance|War,1989.0,Henry V,"['Action', 'Drama', 'Romance', 'War']",491
1225,Amadeus (1984),Drama,1984.0,Amadeus,['Drama'],492
1227,Once Upon a Time in America (1984),Crime|Drama,1984.0,Once Upon a Time in America,"['Crime', 'Drama']",493
1228,Raging Bull (1980),Drama,1980.0,Raging Bull,['Drama'],494
1230,Annie Hall (1977),Comedy|Romance,1977.0,Annie Hall,"['Comedy', 'Romance']",495
1231,"Right Stuff, The (1983)",Drama,1983.0,"Right Stuff, The",['Drama'],496
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,1981.0,"Boot, Das (Boat, The)","['Action', 'Drama', 'War']",497
1234,"Sting, The (1973)",Comedy|Crime,1973.0,"Sting, The","['Comedy', 'Crime']",498
1235,Harold and Maude (1971),Comedy|Drama|Romance,1971.0,Harold and Maude,"['Comedy', 'Drama', 'Romance']",499
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,1957.0,"Seventh Seal, The (Sjunde inseglet, Det)",['Drama'],500
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,1984.0,"Terminator, The","['Action', 'Sci-Fi', 'Thriller']",501
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,1992.0,Dead Alive (Braindead),"['Comedy', 'Fantasy', 'Horror']",502
1242,Glory (1989),Drama|War,1989.0,Glory,"['Drama', 'War']",503
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,1990.0,Rosencrantz and Guildenstern Are Dead,"['Comedy', 'Drama']",504
1244,Manhattan (1979),Comedy|Drama|Romance,1979.0,Manhattan,"['Comedy', 'Drama', 'Romance']",505
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,1990.0,Miller's Crossing,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",506
1246,Dead Poets Society (1989),Drama,1989.0,Dead Poets Society,['Drama'],507
1247,"Graduate, The (1967)",Comedy|Drama|Romance,1967.0,"Graduate, The","['Comedy', 'Drama', 'Romance']",508
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,1958.0,Touch of Evil,"['Crime', 'Film-Noir', 'Thriller']",509
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,1990.0,"Femme Nikita, La (Nikita)","['Action', 'Crime', 'Romance', 'Thriller']",510
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,1957.0,"Bridge on the River Kwai, The","['Adventure', 'Drama', 'War']",511
1251,8 1/2 (8½) (1963),Drama|Fantasy,1963.0,8 1/2 (8½),"['Drama', 'Fantasy']",512
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,1974.0,Chinatown,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",513
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,1951.0,"Day the Earth Stood Still, The","['Drama', 'Sci-Fi', 'Thriller']",514
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,1948.0,"Treasure of the Sierra Madre, The","['Action', 'Adventure', 'Drama', 'Western']",515
1256,Duck Soup (1933),Comedy|Musical|War,1933.0,Duck Soup,"['Comedy', 'Musical', 'War']",516
1257,Better Off Dead... (1985),Comedy|Romance,1985.0,Better Off Dead...,"['Comedy', 'Romance']",517
1258,"Shining, The (1980)",Horror,1980.0,"Shining, The",['Horror'],518
1259,Stand by Me (1986),Adventure|Drama,1986.0,Stand by Me,"['Adventure', 'Drama']",519
1260,M (1931),Crime|Film-Noir|Thriller,1931.0,M,"['Crime', 'Film-Noir', 'Thriller']",520
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,1987.0,Evil Dead II (Dead by Dawn),"['Action', 'Comedy', 'Fantasy', 'Horror']",521
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,1963.0,"Great Escape, The","['Action', 'Adventure', 'Drama', 'War']",522
1263,"Deer Hunter, The (1978)",Drama|War,1978.0,"Deer Hunter, The","['Drama', 'War']",523
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,1993.0,Groundhog Day,"['Comedy', 'Fantasy', 'Romance']",524
1266,Unforgiven (1992),Drama|Western,1992.0,Unforgiven,"['Drama', 'Western']",525
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,1962.0,"Manchurian Candidate, The","['Crime', 'Thriller', 'War']",526
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,1944.0,Arsenic and Old Lace,"['Comedy', 'Mystery', 'Thriller']",527
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,1985.0,Back to the Future,"['Adventure', 'Comedy', 'Sci-Fi']",528
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,1991.0,Fried Green Tomatoes,"['Comedy', 'Crime', 'Drama']",529
1272,Patton (1970),Drama|War,1970.0,Patton,"['Drama', 'War']",530
1273,Down by Law (1986),Comedy|Drama|Film-Noir,1986.0,Down by Law,"['Comedy', 'Drama', 'Film-Noir']",531
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,1988.0,Akira,"['Action', 'Adventure', 'Animation', 'Sci-Fi']",532
1275,Highlander (1986),Action|Adventure|Fantasy,1986.0,Highlander,"['Action', 'Adventure', 'Fantasy']",533
1276,Cool Hand Luke (1967),Drama,1967.0,Cool Hand Luke,['Drama'],534
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,1990.0,Cyrano de Bergerac,"['Comedy', 'Drama', 'Romance']",535
1278,Young Frankenstein (1974),Comedy|Fantasy,1974.0,Young Frankenstein,"['Comedy', 'Fantasy']",536
1281,"Great Dictator, The (1940)",Comedy|Drama|War,1940.0,"Great Dictator, The","['Comedy', 'Drama', 'War']",537
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,1940.0,Fantasia,"['Animation', 'Children', 'Fantasy', 'Musical']",538
1283,High Noon (1952),Drama|Western,1952.0,High Noon,"['Drama', 'Western']",539
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,1946.0,"Big Sleep, The","['Crime', 'Film-Noir', 'Mystery']",540
1285,Heathers (1989),Comedy,1989.0,Heathers,['Comedy'],541
1287,Ben-Hur (1959),Action|Adventure|Drama,1959.0,Ben-Hur,"['Action', 'Adventure', 'Drama']",542
1288,This Is Spinal Tap (1984),Comedy,1984.0,This Is Spinal Tap,['Comedy'],543
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,1983.0,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),['Documentary'],544
1290,Some Kind of Wonderful (1987),Drama|Romance,1987.0,Some Kind of Wonderful,"['Drama', 'Romance']",545
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,1989.0,Indiana Jones and the Last Crusade,"['Action', 'Adventure']",546
1292,Being There (1979),Comedy|Drama,1979.0,Being There,"['Comedy', 'Drama']",547
1293,Gandhi (1982),Drama,1982.0,Gandhi,['Drama'],548
1295,"Unbearable Lightness of Being, The (1988)",Drama,1988.0,"Unbearable Lightness of Being, The",['Drama'],549
1296,"Room with a View, A (1986)",Drama|Romance,1986.0,"Room with a View, A","['Drama', 'Romance']",550
1297,Real Genius (1985),Comedy,1985.0,Real Genius,['Comedy'],551
1298,Pink Floyd: The Wall (1982),Drama|Musical,1982.0,Pink Floyd: The Wall,"['Drama', 'Musical']",552
1299,"Killing Fields, The (1984)",Drama|War,1984.0,"Killing Fields, The","['Drama', 'War']",553
1301,Forbidden Planet (1956),Drama|Sci-Fi,1956.0,Forbidden Planet,"['Drama', 'Sci-Fi']",554
1302,Field of Dreams (1989),Children|Drama|Fantasy,1989.0,Field of Dreams,"['Children', 'Drama', 'Fantasy']",555
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,1975.0,"Man Who Would Be King, The","['Adventure', 'Drama']",556
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,1969.0,Butch Cassidy and the Sundance Kid,"['Action', 'Western']",557
1307,When Harry Met Sally... (1989),Comedy|Romance,1989.0,When Harry Met Sally...,"['Comedy', 'Romance']",558
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,1992.0,Alien³ (a.k.a. Alien 3),"['Action', 'Horror', 'Sci-Fi', 'Thriller']",559
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,1981.0,"American Werewolf in London, An","['Comedy', 'Horror', 'Thriller']",560
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,1979.0,"Amityville Horror, The","['Drama', 'Horror', 'Mystery', 'Thriller']",561
1333,"Birds, The (1963)",Horror|Thriller,1963.0,"Birds, The","['Horror', 'Thriller']",562
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,1992.0,Dracula (Bram Stoker's Dracula),"['Fantasy', 'Horror', 'Romance', 'Thriller']",563
1342,Candyman (1992),Horror|Thriller,1992.0,Candyman,"['Horror', 'Thriller']",564
1343,Cape Fear (1991),Thriller,1991.0,Cape Fear,['Thriller'],565
1344,Cape Fear (1962),Crime|Drama|Thriller,1962.0,Cape Fear,"['Crime', 'Drama', 'Thriller']",566
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,1976.0,Carrie,"['Drama', 'Fantasy', 'Horror', 'Thriller']",567
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,1984.0,"Nightmare on Elm Street, A","['Horror', 'Thriller']",568
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,1922.0,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",['Horror'],569
1350,"Omen, The (1976)",Horror|Mystery|Thriller,1976.0,"Omen, The","['Horror', 'Mystery', 'Thriller']",570
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,1996.0,Star Trek: First Contact,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",571
1357,Shine (1996),Drama|Romance,1996.0,Shine,"['Drama', 'Romance']",572
1358,Sling Blade (1996),Drama,1996.0,Sling Blade,['Drama'],573
1359,Jingle All the Way (1996),Children|Comedy,1996.0,Jingle All the Way,"['Children', 'Comedy']",574
1367,101 Dalmatians (1996),Adventure|Children|Comedy,1996.0,101 Dalmatians,"['Adventure', 'Children', 'Comedy']",575
1370,Die Hard 2 (1990),Action|Adventure|Thriller,1990.0,Die Hard 2,"['Action', 'Adventure', 'Thriller']",576
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,1979.0,Star Trek: The Motion Picture,"['Adventure', 'Sci-Fi']",577
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,1991.0,Star Trek VI: The Undiscovered Country,"['Action', 'Mystery', 'Sci-Fi']",578
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,1989.0,Star Trek V: The Final Frontier,"['Action', 'Sci-Fi']",579
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,1982.0,Star Trek II: The Wrath of Khan,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",580
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,1984.0,Star Trek III: The Search for Spock,"['Action', 'Adventure', 'Sci-Fi']",581
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,1986.0,Star Trek IV: The Voyage Home,"['Adventure', 'Comedy', 'Sci-Fi']",582
1377,Batman Returns (1992),Action|Crime,1992.0,Batman Returns,"['Action', 'Crime']",583
1378,Young Guns (1988),Action|Comedy|Western,1988.0,Young Guns,"['Action', 'Comedy', 'Western']",584
1379,Young Guns II (1990),Action|Western,1990.0,Young Guns II,"['Action', 'Western']",585
1380,Grease (1978),Comedy|Musical|Romance,1978.0,Grease,"['Comedy', 'Musical', 'Romance']",586
1381,Grease 2 (1982),Comedy|Musical|Romance,1982.0,Grease 2,"['Comedy', 'Musical', 'Romance']",587
1385,Under Siege (1992),Action|Drama|Thriller,1992.0,Under Siege,"['Action', 'Drama', 'Thriller']",588
1387,Jaws (1975),Action|Horror,1975.0,Jaws,"['Action', 'Horror']",589
1388,Jaws 2 (1978),Horror|Thriller,1978.0,Jaws 2,"['Horror', 'Thriller']",590
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,1996.0,Mars Attacks!,"['Action', 'Comedy', 'Sci-Fi']",591
1393,Jerry Maguire (1996),Drama|Romance,1996.0,Jerry Maguire,"['Drama', 'Romance']",592
1394,Raising Arizona (1987),Comedy,1987.0,Raising Arizona,['Comedy'],593
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,1992.0,Sneakers,"['Action', 'Comedy', 'Crime', 'Drama', 'Sci-Fi']",594
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,1996.0,Beavis and Butt-Head Do America,"['Adventure', 'Animation', 'Comedy', 'Crime']",595
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,1996.0,Scream,"['Comedy', 'Horror', 'Mystery', 'Thriller']",596
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,1992.0,"Last of the Mohicans, The","['Action', 'Romance', 'War', 'Western']",597
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,1996.0,Michael,"['Comedy', 'Drama', 'Fantasy', 'Romance']",598
1411,Hamlet (1996),Crime|Drama|Romance,1996.0,Hamlet,"['Crime', 'Drama', 'Romance']",599
1416,Evita (1996),Drama|Musical,1996.0,Evita,"['Drama', 'Musical']",600
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,1996.0,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),"['Action', 'Adventure', 'Comedy', 'Thriller']",601
1431,Beverly Hills Ninja (1997),Action|Comedy,1997.0,Beverly Hills Ninja,"['Action', 'Comedy']",602
1438,Dante's Peak (1997),Action|Thriller,1997.0,Dante's Peak,"['Action', 'Thriller']",603
1441,Benny & Joon (1993),Comedy|Romance,1993.0,Benny & Joon,"['Comedy', 'Romance']",604
1449,Waiting for Guffman (1996),Comedy,1996.0,Waiting for Guffman,['Comedy'],605
1457,Fools Rush In (1997),Comedy|Drama|Romance,1997.0,Fools Rush In,"['Comedy', 'Drama', 'Romance']",606
1459,Absolute Power (1997),Mystery|Thriller,1997.0,Absolute Power,"['Mystery', 'Thriller']",607
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,1997.0,Lost Highway,"['Crime', 'Drama', 'Fantasy', 'Film-Noir', 'Mystery', 'Romance']",608
1466,Donnie Brasco (1997),Crime|Drama,1997.0,Donnie Brasco,"['Crime', 'Drama']",609
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,1997.0,Jungle2Jungle (a.k.a. Jungle 2 Jungle),"['Children', 'Comedy']",610
1476,Private Parts (1997),Comedy|Drama,1997.0,Private Parts,"['Comedy', 'Drama']",611
1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller,1997.0,"Saint, The","['Action', 'Romance', 'Sci-Fi', 'Thriller']",612
1480,Smilla's Sense of Snow (1997),Drama|Thriller,1997.0,Smilla's Sense of Snow,"['Drama', 'Thriller']",613
1483,Crash (1996),Drama|Thriller,1996.0,Crash,"['Drama', 'Thriller']",614
1485,Liar Liar (1997),Comedy,1997.0,Liar Liar,['Comedy'],615
1488,"Devil's Own, The (1997)",Action|Drama|Thriller,1997.0,"Devil's Own, The","['Action', 'Drama', 'Thriller']",616
1499,Anaconda (1997),Action|Adventure|Thriller,1997.0,Anaconda,"['Action', 'Adventure', 'Thriller']",617
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,1997.0,Grosse Pointe Blank,"['Comedy', 'Crime', 'Romance']",618
1513,Romy and Michele's High School Reunion (1997),Comedy,1997.0,Romy and Michele's High School Reunion,['Comedy'],619
1515,Volcano (1997),Action|Drama|Thriller,1997.0,Volcano,"['Action', 'Drama', 'Thriller']",620
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,1997.0,Austin Powers: International Man of Mystery,"['Action', 'Adventure', 'Comedy']",621
1518,Breakdown (1997),Action|Thriller,1997.0,Breakdown,"['Action', 'Thriller']",622
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,1997.0,"Fifth Element, The","['Action', 'Adventure', 'Comedy', 'Sci-Fi']",623
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,1996.0,Shall We Dance? (Shall We Dansu?),"['Comedy', 'Drama', 'Romance']",624
1541,Addicted to Love (1997),Comedy|Romance,1997.0,Addicted to Love,"['Comedy', 'Romance']",625
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,1997.0,"Lost World: Jurassic Park, The","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",626
1552,Con Air (1997),Action|Adventure|Thriller,1997.0,Con Air,"['Action', 'Adventure', 'Thriller']",627
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,1997.0,Speed 2: Cruise Control,"['Action', 'Romance', 'Thriller']",628
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,1997.0,Batman & Robin,"['Action', 'Adventure', 'Fantasy', 'Thriller']",629
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,1997.0,Hercules,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",630
1569,My Best Friend's Wedding (1997),Comedy|Romance,1997.0,My Best Friend's Wedding,"['Comedy', 'Romance']",631
1573,Face/Off (1997),Action|Crime|Drama|Thriller,1997.0,Face/Off,"['Action', 'Crime', 'Drama', 'Thriller']",632
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,1997.0,Men in Black (a.k.a. MIB),"['Action', 'Comedy', 'Sci-Fi']",633
1584,Contact (1997),Drama|Sci-Fi,1997.0,Contact,"['Drama', 'Sci-Fi']",634
1586,G.I. Jane (1997),Action|Drama,1997.0,G.I. Jane,"['Action', 'Drama']",635
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,1982.0,Conan the Barbarian,"['Action', 'Adventure', 'Fantasy']",636
1588,George of the Jungle (1997),Children|Comedy,1997.0,George of the Jungle,"['Children', 'Comedy']",637
1589,Cop Land (1997),Action|Crime|Drama|Thriller,1997.0,Cop Land,"['Action', 'Crime', 'Drama', 'Thriller']",638
1590,Event Horizon (1997),Horror|Sci-Fi|Thriller,1997.0,Event Horizon,"['Horror', 'Sci-Fi', 'Thriller']",639
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,1997.0,Spawn,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",640
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,1997.0,Conspiracy Theory,"['Drama', 'Mystery', 'Romance', 'Thriller']",641
1603,Mimic (1997),Horror|Sci-Fi|Thriller,1997.0,Mimic,"['Horror', 'Sci-Fi', 'Thriller']",642
1608,Air Force One (1997),Action|Thriller,1997.0,Air Force One,"['Action', 'Thriller']",643
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,1990.0,"Hunt for Red October, The","['Action', 'Adventure', 'Thriller']",644
1614,In & Out (1997),Comedy,1997.0,In & Out,['Comedy'],645
1615,"Edge, The (1997)",Adventure|Drama,1997.0,"Edge, The","['Adventure', 'Drama']",646
1616,"Peacemaker, The (1997)",Action|Thriller|War,1997.0,"Peacemaker, The","['Action', 'Thriller', 'War']",647
